AMOUNT,CLIENT_EXEC_SPONSOR_INVOLVED__C,CLOSEDATE,COMPELLING_EVENT__C,COMPETITIVE_STATUS__C,CURRENT_SYSTEM__C,DECISION_MAKER_TITLE__C,EXECUTIVES__C,EXTERNAL_ID__C,FUNCTIONAL_FIT__C,MAIN_COMPETITOR__C,MAIN_PRODUCT_FAMILY__C,NAME,NUMBER_OF_DEMOS__C,NUMBER_OF_EMAILS__C,NUMBER_OF_POCS__C,NUMBER_OF_TECH_EXPERTS_INVOLVED__C,OPPORTUNITY_DISCOUNT__C,PARTNER_INVOLVED__C,PRE_SALES_ASSESSMENT_SCORE__C,STAGENAME,ACCOUNT.EXTERNAL_ID__C,TECHNICAL_FIT__C,TYPE
9913.44,FALSE,2019-12-03,Reorganization,Behind Competition,Google,Service Manager,TRUE,ecc7943b-d105-485c-9790-e5860d57c6e8,5,Amazon,Sales,Sales for Support(7),10,9,1,13,41.08,FALSE,3,Closed Lost,89236dd3-8f00-4764-a52f-86d79348d39d,2,New Customer
6087.93,FALSE,2019-09-17,Improve Customer Experience,Behind Competition,Google,Sales Manager,TRUE,9b2696dd-e39a-4889-b480-c2a304f0ea1c,3,Microsoft,Sales,Sales for Marketing(8),3,37,2,2,34.98,TRUE,2,Closed Lost,8d3e92fc-ca8e-434a-8972-57792dbd9b6a,1,New Customer
4368.15,FALSE,2018-08-26,Improve Customer Experience,Behind Competition,Amazon,Sales Manager,TRUE,1d8849d4-8132-41bf-86d9-0d704f33153b,3,Microsoft,Service,Service for Support(28),6,29,1,15,5.25,FALSE,3,Closed Lost,dfefe0b0-cdfd-4e58-a9cd-09206af4b47c,4,New Customer
1653.2,TRUE,2019-02-24,Improve Customer Experience,Vendor of Choice,Amazon,Service Manager,FALSE,520a131d-63d0-443d-9c6f-7de837512f17,5,Amazon,Service,Service for Support(8),0,18,11,10,14.02,FALSE,4,Closed Lost,a42ad92c-a6d1-4fb5-b74a-f6dc5a28ffcc,5,New Customer
8884.04,FALSE,2019-03-18,Improve Customer Experience,Ahead of Competition,Pega,Service Manager,FALSE,68fdaa11-16f4-480b-b73e-d455b4a0398b,1,Google,Sales,Sales for Engineering(45),8,14,14,5,55.8,TRUE,2,Closed Lost,9a0682ef-7545-4dde-88c0-55bdd12aa727,5,New Customer
7114.89,FALSE,2018-06-06,Improve Customer Experience,Vendor of Choice,Google,CMO,FALSE,36ca9f0a-3881-4fe2-ae58-e59216a483b4,2,Google,Service,Service for Training(28),0,12,5,5,21.15,FALSE,4,Closed Lost,89236dd3-8f00-4764-a52f-86d79348d39d,4,New Customer
2644.99,FALSE,2020-02-22,Merger & Acquisition,Vendor of Choice,Google,CIO,FALSE,a792c098-cb0d-4ade-bc0e-171083b97be4,5,Google,Service,Service for Marketing(27),5,12,8,1,9.37,FALSE,1,Closed Lost,3a515b6e-2409-478c-89b3-04d8d49e4eca,3,New Customer
5815.89,FALSE,2018-07-18,Improve Customer Experience,Ahead of Competition,Google,CIO,FALSE,26ab1122-3d0d-4c91-b51e-983e6e11fab6,3,Google,Service,Service for Accounting(70),2,5,1,2,59.99,FALSE,2,Closed Lost,e5e76bc1-905a-4f55-a1bc-01f9158442c0,4,New Customer
5636.99,FALSE,2020-03-08,Improve Customer Experience,Ahead of Competition,Oracle,Sales Manager,FALSE,ce56003f-5d1e-427f-a383-1eb808322c49,5,Google,Service,Service for Product Management(4),0,20,3,14,47.12,TRUE,2,Closed Lost,87dcaffe-bcd2-4f6a-8cb6-ffa56560cad5,3,New Customer
426.38,FALSE,2019-04-22,Cost Saving,Ahead of Competition,Google,Service Manager,FALSE,7e9dd2c9-f7dd-47d7-98df-0b87a5c5dd5c,3,Google,Service,Service for Training(29),0,10,14,1,60.56,FALSE,3,Closed Lost,13eca6ee-04cc-4246-b2b2-c78811727d1d,1,New Customer
2582.13,FALSE,2018-06-04,Merger & Acquisition,Ahead of Competition,Homegrown,Service Manager,FALSE,128632d4-8b63-4bbb-81a0-3bf827b33fcc,4,Google,Service,Service for Engineering(5),5,27,8,7,27.06,FALSE,1,Closed Lost,249dfc30-d0f5-459f-8e54-7f168e7f92bf,3,New Customer
6895.88,FALSE,2019-04-17,Merger & Acquisition,Ahead of Competition,Google,Marketing Manager,FALSE,29a08f35-755e-42d1-a36d-699bf256e7d3,2,Apple,Marketing,Marketing for Legal(48),6,24,10,4,28.05,FALSE,4,Closed Lost,cf7e4378-6a00-411b-9bfb-9ad9de42c66e,2,New Customer
5381.9,FALSE,2020-01-11,Reorganization,Behind Competition,Homegrown,Sales Manager,TRUE,badc1c23-e6d2-451f-9cd2-82f0bda5521f,5,Amazon,Service,Service for Training(77),0,28,7,12,20.94,FALSE,3,Closed Lost,d115bb1e-b801-4ec4-b122-157946d2e319,5,New Customer
9018.26,FALSE,2018-08-27,Merger & Acquisition,Vendor of Choice,Homegrown,Sales Manager,TRUE,09bd215b-5645-4f07-b57e-cb1f69a055ab,3,Google,Service,Service for Training(60),9,11,8,2,51.9,TRUE,2,Closed Lost,4a96a45a-6b62-4fe5-baff-d0bd5ef743ef,1,New Customer
6084.67,FALSE,2019-01-21,Improve Customer Experience,Even,Amazon,CTO,FALSE,26e939ed-b54f-46bd-a40d-a19862eb2721,1,Apple,Service,Service for Human Resources(31),9,9,9,11,29.14,FALSE,4,Closed Lost,4336bcd4-5f51-4144-98fe-9a2219353951,5,New Customer
4272.75,FALSE,2018-10-10,Reorganization,Behind Competition,Oracle,Sales Manager,FALSE,072c2a5f-3016-46c6-bdd2-9bda7a19b4fa,1,Amazon,Marketing,Marketing for Support(40),8,15,9,1,40.17,TRUE,1,Closed Lost,7905ae80-e98d-4323-add4-b7eab06fbd27,4,New Customer
4818.07,FALSE,2018-08-22,Improve Customer Experience,Ahead of Competition,Homegrown,Service Manager,FALSE,9e5a052b-1353-41ff-bf50-8a9cbd119efe,1,Google,Service,Service for Marketing(23),1,17,10,2,22.06,FALSE,1,Closed Lost,75ccb6ee-68d8-49b0-bafa-c40a431f26bf,2,New Customer
9679.95,FALSE,2019-03-15,Merger & Acquisition,Ahead of Competition,Google,Marketing Manager,FALSE,e0ef0abc-5fac-4a8c-acbe-e4686c1e6049,4,Microsoft,Service,Service for Support(78),4,7,9,4,67.55,FALSE,2,Closed Lost,d115bb1e-b801-4ec4-b122-157946d2e319,5,New Customer
8455.76,FALSE,2020-04-22,Improve Customer Experience,Ahead of Competition,Homegrown,CIO,FALSE,fad0736e-63cf-4ea4-bc2f-2358da9ce528,1,Amazon,Marketing,Marketing for Services(35),9,37,12,1,37.32,FALSE,1,Closed Lost,4a96a45a-6b62-4fe5-baff-d0bd5ef743ef,3,New Customer
1916.97,FALSE,2018-06-12,Improve Customer Experience,Even,Amazon,Sales Manager,FALSE,36c214b9-183a-4984-894e-620dc05dcb97,1,Google,Analytics,Analytics for Human Resources(43),7,14,14,14,42.53,FALSE,5,Closed Lost,0f533e42-42c7-422b-ab96-4ac937f7047b,3,New Customer
4681.07,FALSE,2018-12-25,Improve Customer Experience,Ahead of Competition,Oracle,Service Manager,FALSE,8292cc3d-4a87-4e94-b947-1bf95baf25ac,5,Amazon,Service,Service for Accounting(84),7,49,6,9,32.96,FALSE,1,Closed Lost,9a0682ef-7545-4dde-88c0-55bdd12aa727,2,New Customer
2108.54,FALSE,2019-11-23,Cost Saving,Vendor of Choice,Google,CIO,FALSE,d46c4dff-c565-46e3-8355-2d54eb02de21,4,Google,Analytics,Analytics for Accounting(58),5,48,10,4,33.2,FALSE,5,Closed Lost,4a96a45a-6b62-4fe5-baff-d0bd5ef743ef,5,New Customer
6456.83,FALSE,2019-04-23,Improve Customer Experience,Vendor of Choice,Google,Service Manager,FALSE,1f3606aa-5e53-47f4-b680-d3ff1ef2df86,2,Apple,Sales,Sales for Accounting(48),5,42,12,9,62.95,TRUE,4,Closed Lost,249dfc30-d0f5-459f-8e54-7f168e7f92bf,4,New Customer
8885.12,TRUE,2019-08-11,Improve Customer Experience,Behind Competition,Amazon,CIO,FALSE,2b72ddb0-51e3-4e34-b061-498230da5801,4,Amazon,Marketing,Marketing for Human Resources(47),2,50,9,15,39.14,FALSE,2,Closed Lost,2d4bfc04-1274-40b4-9caa-7e3aa4ee9772,3,New Customer
8305.58,FALSE,2019-08-03,Merger & Acquisition,Ahead of Competition,Google,Sales Manager,FALSE,220109f7-1e70-46b3-9f06-1f1f9d4fe37b,2,Google,Service,Service for Research and Development(16),4,16,12,10,77.74,FALSE,5,Closed Lost,6171c267-3a54-4a40-b7bc-bdb2a6f05f4a,1,New Customer
3119.68,FALSE,2018-12-23,Improve Customer Experience,Vendor of Choice,Oracle,CIO,FALSE,afcf81c0-fc35-4330-acce-0019bd53a18e,5,Google,Analytics,Analytics for Services(82),7,48,9,9,22.55,FALSE,2,Closed Lost,b8f6fcfb-e781-4926-a5a2-e6e6cec39283,1,New Customer
9912.86,FALSE,2018-09-03,Improve Customer Experience,Vendor of Choice,Amazon,Service Manager,TRUE,d6bf2f54-b8fe-4be3-8e09-9203d00f060e,4,Google,Service,Service for Legal(12),10,45,12,2,61.22,FALSE,3,Closed Lost,9348b5d9-f470-476e-83b9-8cded19986ad,3,New Customer
7948.72,FALSE,2018-08-12,Merger & Acquisition,Ahead of Competition,Google,Service Manager,FALSE,a6e33b34-adaa-45d1-90a7-2789044dd0ef,2,Google,Service,Service for Human Resources(22),7,19,10,8,72.55,FALSE,2,Closed Lost,249dfc30-d0f5-459f-8e54-7f168e7f92bf,4,New Customer
2413.12,FALSE,2018-07-16,Improve Customer Experience,Ahead of Competition,Oracle,Service Manager,TRUE,bc1bc91c-1dd1-44e2-be08-a8a304bec20f,1,Google,Sales,Sales for Marketing(41),7,40,5,10,11.45,FALSE,4,Closed Lost,249dfc30-d0f5-459f-8e54-7f168e7f92bf,1,New Customer
6582.98,FALSE,2019-01-02,Improve Customer Experience,Ahead of Competition,Google,Service Manager,FALSE,041baced-9476-4003-962a-6a54214d807b,1,Google,Service,Service for Research and Development(35),2,12,12,15,54.69,FALSE,1,Closed Lost,bd672085-7eaf-45f6-8b8e-9eb5e5fc01e0,3,New Customer
1210.14,TRUE,2019-10-17,Merger & Acquisition,Vendor of Choice,Homegrown,Procurement,FALSE,91fb2bb1-8dad-48b5-bfde-6867bb2ef608,4,Google,Sales,Sales for Human Resources(86),0,46,14,2,50.2,FALSE,4,Closed Lost,e5e76bc1-905a-4f55-a1bc-01f9158442c0,2,New Customer
7039.4,FALSE,2018-12-20,Merger & Acquisition,Ahead of Competition,Google,Service Manager,FALSE,290ca0ce-8978-402d-ad46-727e2848a12e,3,Google,Service,Service for Engineering(93),10,41,11,3,7.78,TRUE,1,Closed Lost,be2ee05a-5634-48c2-8655-bcb07cac98ab,2,New Customer
1540.59,FALSE,2018-05-27,Improve Customer Experience,Behind Competition,Google,Service Manager,FALSE,5d6a1743-830b-41e4-ae66-fc6379934482,5,Google,Sales,Sales for Services(95),1,13,0,12,46.18,FALSE,5,Closed Lost,bd672085-7eaf-45f6-8b8e-9eb5e5fc01e0,5,New Customer
1975.83,FALSE,2020-01-22,Improve Customer Experience,Ahead of Competition,Homegrown,Marketing Manager,TRUE,962cf558-e309-412f-a5bb-4d06d7ac8c5d,1,Google,Sales,Sales for Business Development(66),4,33,2,4,25.08,FALSE,1,Closed Lost,163eef6a-4a0b-41bd-964f-d279921f8a47,1,New Customer
1092.77,FALSE,2019-02-01,Improve Customer Experience,Ahead of Competition,Homegrown,CIO,FALSE,63684767-5358-44fb-97ad-758509981305,4,Google,Marketing,Marketing for Support(67),10,0,0,9,71.66,TRUE,5,Closed Lost,7905ae80-e98d-4323-add4-b7eab06fbd27,1,New Customer
4129.28,FALSE,2019-10-09,Improve Customer Experience,Even,Homegrown,Procurement,FALSE,764ab95c-1cc9-4326-9b39-17c884d25e00,2,Microsoft,Sales,Sales for Marketing(21),10,32,12,7,40.83,FALSE,3,Closed Lost,0f533e42-42c7-422b-ab96-4ac937f7047b,5,New Customer
2023.05,FALSE,2019-11-06,Improve Customer Experience,Ahead of Competition,Google,Service Manager,FALSE,a2f5e139-f211-4c27-bf17-c7957bb566f2,5,Amazon,Marketing,Marketing for Engineering(83),4,8,7,14,68.76,FALSE,5,Closed Lost,0f533e42-42c7-422b-ab96-4ac937f7047b,3,New Customer
2720.17,FALSE,2019-04-30,Improve Customer Experience,Ahead of Competition,Homegrown,Sales Manager,FALSE,439a9137-dadf-4075-9178-a0ac57b0a02f,3,Google,Service,Service for Business Development(2),0,44,6,4,31.01,FALSE,1,Closed Lost,22b0e963-653f-402d-a531-15896d332057,1,New Customer
1876.81,FALSE,2020-03-10,Improve Customer Experience,Ahead of Competition,Amazon,Service Manager,FALSE,b111b5c9-d581-4fe9-8363-8feac84835da,3,Google,Sales,Sales for Product Management(89),8,3,8,6,13.65,FALSE,3,Closed Lost,2d4bfc04-1274-40b4-9caa-7e3aa4ee9772,4,New Customer
7617.93,FALSE,2019-04-13,Improve Customer Experience,Ahead of Competition,Google,Service Manager,FALSE,53ab46ac-5bd5-4c75-9512-6448a07aab42,3,Microsoft,Sales,Sales for Sales(23),4,9,14,4,67.23,FALSE,4,Closed Lost,0849c5ea-2810-4423-992c-14b86daca023,1,New Customer
2727.17,FALSE,2019-06-30,Improve Customer Experience,Ahead of Competition,Homegrown,CMO,FALSE,52726c8c-61f6-40bc-8584-844aef2f08fb,2,Amazon,Marketing,Marketing for Support(48),4,47,5,7,46.72,FALSE,2,Closed Lost,dfefe0b0-cdfd-4e58-a9cd-09206af4b47c,2,New Customer
263.63,FALSE,2019-12-04,Improve Customer Experience,Vendor of Choice,Oracle,Service Manager,TRUE,c3cf2d67-3c1f-43c4-a81d-d56842ce06fb,4,Amazon,Service,Service for Human Resources(10),0,45,7,14,26.15,TRUE,5,Closed Lost,eeee3fd9-4c2d-4a37-82ee-8c475dd13ab5,1,New Customer
1860.6,FALSE,2018-10-05,Improve Customer Experience,Ahead of Competition,Oracle,CMO,FALSE,3376f657-95a1-40bf-bb1c-55cdf8d89ac0,4,Google,Service,Service for Legal(17),7,38,3,10,75.74,FALSE,1,Closed Lost,7905ae80-e98d-4323-add4-b7eab06fbd27,1,New Customer
6604.35,FALSE,2020-04-07,Improve Customer Experience,Ahead of Competition,Homegrown,CMO,FALSE,312ae4b7-c8b4-4ee8-952f-ea8b8314106d,5,Microsoft,E-Commerce,E-Commerce for Legal(75),4,27,5,4,49.68,FALSE,5,Closed Lost,eeee3fd9-4c2d-4a37-82ee-8c475dd13ab5,1,New Customer
9936.77,FALSE,2019-03-24,Improve Customer Experience,Vendor of Choice,Amazon,Service Manager,FALSE,86e0514f-12a7-4f02-8100-e7183736774f,1,Google,E-Commerce,E-Commerce for Business Development(100),6,14,7,2,55,FALSE,1,Closed Lost,8d3e92fc-ca8e-434a-8972-57792dbd9b6a,3,New Customer
6634.05,FALSE,2020-04-27,Merger & Acquisition,Ahead of Competition,Google,CIO,FALSE,72a385ab-b43a-42f4-8ddb-9c86ad8475c3,4,Apple,Community,Community for Research and Development(57),10,42,12,7,46.48,FALSE,5,Closed Lost,b14cf1fa-7b22-4e91-908f-c7a710de133b,4,New Customer
6412.97,TRUE,2020-03-27,Improve Customer Experience,Behind Competition,Oracle,Service Manager,FALSE,e8e2be68-0e34-466d-9857-8005949706e5,2,Google,Marketing,Marketing for Research and Development(39),7,4,6,10,80.71,FALSE,4,Closed Lost,0f533e42-42c7-422b-ab96-4ac937f7047b,1,New Customer
3897.07,FALSE,2020-02-29,Improve Customer Experience,Even,Homegrown,Service Manager,FALSE,e9f61b1d-5522-47cd-a547-0e9885373aec,1,Google,Service,Service for Marketing(72),10,26,1,1,72.73,FALSE,5,Closed Lost,a42ad92c-a6d1-4fb5-b74a-f6dc5a28ffcc,2,New Customer
4978.05,FALSE,2019-09-20,Improve Customer Experience,Vendor of Choice,Google,Service Manager,FALSE,c5d409f0-fd3f-45e4-bf4d-9392a8786816,2,Google,Service,Service for Accounting(88),1,41,4,6,7.02,TRUE,1,Closed Lost,be2ee05a-5634-48c2-8655-bcb07cac98ab,5,New Customer
4028.89,FALSE,2018-11-12,Improve Customer Experience,Ahead of Competition,Oracle,CIO,FALSE,cc2b4127-3a3f-4d6e-bcff-ace60bd9bddb,3,Google,Analytics,Analytics for Training(68),1,26,1,7,48.03,TRUE,3,Closed Lost,dfefe0b0-cdfd-4e58-a9cd-09206af4b47c,2,New Customer
1836.57,TRUE,2019-11-03,Cost Saving,Behind Competition,Oracle,CMO,FALSE,c4a1daa5-d046-45f0-9493-17496cc19256,4,Amazon,Service,Service for Legal(23),4,42,2,15,39.15,FALSE,5,Closed Lost,cf7e4378-6a00-411b-9bfb-9ad9de42c66e,2,New Customer
8965.55,FALSE,2020-01-16,Cost Saving,Even,Amazon,Service Manager,FALSE,7d8bd5e0-0fb0-4086-bc7f-bd1ce2444ddd,5,Microsoft,Marketing,Marketing for Training(55),5,38,13,11,20.05,FALSE,3,Closed Lost,9348b5d9-f470-476e-83b9-8cded19986ad,5,New Customer
5759.2,FALSE,2018-09-02,Reorganization,Ahead of Competition,Google,Service Manager,FALSE,4db50d24-5c14-4747-ab00-7e4bcc0461f7,2,Google,E-Commerce,E-Commerce for Research and Development(40),9,45,8,1,35.96,TRUE,3,Closed Lost,89236dd3-8f00-4764-a52f-86d79348d39d,2,New Customer
622.78,FALSE,2018-08-09,Improve Customer Experience,Ahead of Competition,Homegrown,Sales Manager,FALSE,5c017fbd-4027-45e4-9905-861b8ab4cac0,4,Google,Service,Service for Services(16),3,9,3,11,30.63,FALSE,1,Closed Lost,a963aa4a-d3da-46ba-aabf-5eea6ba70a4b,4,New Customer
2672.85,FALSE,2019-07-22,Merger & Acquisition,Ahead of Competition,Pega,CIO,FALSE,e3680f81-8cf9-4c31-b21a-2459c442f782,4,Google,Service,Service for Product Management(51),10,21,8,12,59.39,FALSE,5,Closed Won,d72bc4fa-9498-4580-8afa-64f413be22ea,3,New Customer
8469.38,FALSE,2019-08-06,Improve Customer Experience,Ahead of Competition,Oracle,Service Manager,FALSE,d4734f09-5e48-41ca-a6d7-b5f95656ed3b,3,Apple,Service,Service for Human Resources(13),7,26,14,14,58.74,FALSE,1,Closed Lost,d72bc4fa-9498-4580-8afa-64f413be22ea,1,New Customer
9881.15,FALSE,2018-06-04,Improve Customer Experience,Ahead of Competition,Google,Procurement,FALSE,f1c5ece1-fdf5-47b7-869a-56e256a233d0,5,Amazon,Sales,Sales for Human Resources(5),4,46,6,12,82.37,FALSE,3,Closed Lost,be2ee05a-5634-48c2-8655-bcb07cac98ab,1,New Customer
1548.74,TRUE,2019-10-17,Improve Customer Experience,Ahead of Competition,Pega,Service Manager,FALSE,976d8d30-6e24-4117-bb9d-0c7df65460d3,4,Google,Service,Service for Accounting(28),0,45,9,2,72.94,TRUE,5,Closed Lost,a6228ed8-a374-4b6c-8179-72c7d1b3e0e9,4,New Customer
7706.76,FALSE,2019-09-28,Cost Saving,Ahead of Competition,Google,CMO,TRUE,df5fede1-b184-4c56-8721-b59bb774795f,3,Google,Sales,Sales for Legal(8),3,39,4,10,73.59,FALSE,1,Closed Lost,b14cf1fa-7b22-4e91-908f-c7a710de133b,4,New Customer
1640.94,TRUE,2018-05-28,Improve Customer Experience,Ahead of Competition,Amazon,CTO,FALSE,82ca4f28-cfab-4446-94aa-dbd67f1ef3f9,2,Amazon,Service,Service for Legal(24),2,33,8,2,34.69,FALSE,5,Closed Lost,9a0682ef-7545-4dde-88c0-55bdd12aa727,5,New Customer
8287.33,FALSE,2018-08-28,Merger & Acquisition,Ahead of Competition,Homegrown,CIO,FALSE,f3a28013-9312-4454-b7ce-3701144b9fb9,3,Google,Service,Service for Engineering(63),6,48,7,11,61.03,TRUE,1,Closed Lost,a42ad92c-a6d1-4fb5-b74a-f6dc5a28ffcc,5,New Customer
2886.28,FALSE,2018-06-18,Merger & Acquisition,Ahead of Competition,Homegrown,Service Manager,FALSE,f13a4da1-3adf-4ed5-8666-aac53ad57519,3,Google,Service,Service for Business Development(88),8,0,3,11,9.52,FALSE,5,Closed Lost,b14cf1fa-7b22-4e91-908f-c7a710de133b,2,New Customer
3532.35,TRUE,2019-07-06,Improve Customer Experience,Behind Competition,Oracle,CIO,FALSE,3d7f2e67-3a3b-4827-bda7-a389c906b755,5,Apple,Marketing,Marketing for Accounting(88),1,19,15,8,62.77,FALSE,3,Closed Lost,8d3e92fc-ca8e-434a-8972-57792dbd9b6a,2,New Customer
5341.94,FALSE,2020-05-07,Cost Saving,Ahead of Competition,Oracle,Sales Manager,FALSE,dfcffef7-e153-4a2d-b232-2d6b5eb0ac94,4,Google,Service,Service for Research and Development(88),7,21,4,5,84.66,FALSE,1,Closed Lost,c68d7c6e-7022-4705-8ac1-9ba2a628c0df,5,New Customer
4383.46,FALSE,2019-05-25,Cost Saving,Ahead of Competition,Amazon,Service Manager,FALSE,43c97549-9445-457e-8199-7968d1e98b57,1,Google,Sales,Sales for Human Resources(8),10,14,9,15,45.66,FALSE,4,Closed Lost,d115bb1e-b801-4ec4-b122-157946d2e319,1,New Customer
1272.25,FALSE,2019-10-16,Merger & Acquisition,Even,Google,Service Manager,FALSE,2ea84609-693d-4238-bcac-ead7bfd16581,2,Google,Sales,Sales for Legal(7),7,6,6,15,81.44,FALSE,3,Closed Lost,1cab0fdf-5e48-434c-b6c2-5a5479d492f4,1,New Customer
6862.98,TRUE,2018-06-09,Improve Customer Experience,Vendor of Choice,Amazon,CIO,FALSE,8021a5fe-396e-4784-9deb-ef6884aaf3c4,1,Google,Community,Community for Engineering(83),2,3,5,1,82.53,FALSE,2,Closed Lost,a963aa4a-d3da-46ba-aabf-5eea6ba70a4b,1,New Customer
435.62,TRUE,2019-07-02,Improve Customer Experience,Ahead of Competition,Oracle,CIO,FALSE,4ad308c1-52dd-4c2e-88ac-d5bdd0ff2454,3,Google,Sales,Sales for Sales(98),3,26,15,13,32.79,FALSE,2,Closed Lost,b8f6fcfb-e781-4926-a5a2-e6e6cec39283,3,New Customer
6654.76,FALSE,2018-09-27,Improve Customer Experience,Vendor of Choice,Google,Service Manager,FALSE,4220d011-c675-46a0-828d-5b95205deba4,3,Google,Service,Service for Product Management(79),1,19,15,13,58.97,FALSE,4,Closed Lost,6171c267-3a54-4a40-b7bc-bdb2a6f05f4a,4,New Customer
8957.8,FALSE,2019-04-11,Merger & Acquisition,Vendor of Choice,Google,Service Manager,FALSE,bf62870f-ae9a-48e5-a7b9-b2376b2ea90b,2,Apple,E-Commerce,E-Commerce for Legal(36),9,24,12,9,39.32,TRUE,4,Closed Lost,4336bcd4-5f51-4144-98fe-9a2219353951,4,New Customer
4039.59,FALSE,2018-12-27,Cost Saving,Vendor of Choice,Google,CTO,TRUE,b9a3aefd-fc3f-44a5-a93c-db7136bd101a,5,Google,Service,Service for Training(91),8,45,14,7,29.88,FALSE,5,Closed Lost,1cab0fdf-5e48-434c-b6c2-5a5479d492f4,4,New Customer
9638.36,FALSE,2018-09-20,Improve Customer Experience,Ahead of Competition,Amazon,Service Manager,FALSE,79aa8d41-07d2-41a4-baec-ae837c482435,2,Amazon,Marketing,Marketing for Accounting(41),6,39,7,8,30.64,FALSE,5,Closed Lost,e0994168-ecc3-47f3-93ea-26cb32c1e814,5,New Customer
6704.27,FALSE,2019-05-14,Improve Customer Experience,Vendor of Choice,Pega,Sales Manager,FALSE,542a8351-7ae7-48c4-99ee-f909e28195c3,3,Google,Marketing,Marketing for Sales(95),1,3,7,13,19.13,FALSE,3,Closed Lost,af85d3fd-eb7c-4e81-90d3-a8afe43368f9,1,New Customer
9848.09,FALSE,2018-12-13,Improve Customer Experience,Vendor of Choice,Google,Service Manager,FALSE,c63f9c65-e1d0-4617-b9f9-3d792038514e,5,Microsoft,Service,Service for Marketing(32),5,32,11,3,69.43,FALSE,4,Closed Lost,65b90e92-3a3e-42fc-a727-fd8b7ceede8c,3,New Customer
466.66,TRUE,2018-06-01,Improve Customer Experience,Ahead of Competition,Google,CIO,TRUE,7e637ad3-80d9-4a0f-8f74-696e32deca8f,3,Google,Marketing,Marketing for Sales(46),4,8,11,11,37.03,FALSE,3,Closed Lost,22b0e963-653f-402d-a531-15896d332057,4,New Customer
573.97,FALSE,2019-03-28,Improve Customer Experience,Vendor of Choice,Oracle,Service Manager,FALSE,91aa90ec-1f82-41fd-a39d-31cb3e9d8357,2,Google,Service,Service for Research and Development(4),8,45,0,3,26.69,FALSE,1,Closed Lost,9a0682ef-7545-4dde-88c0-55bdd12aa727,2,New Customer
6330.3,FALSE,2019-10-12,Merger & Acquisition,Vendor of Choice,Amazon,Procurement,FALSE,ca4613d4-eab5-4e80-bb88-269af0dfba22,4,Google,Service,Service for Engineering(71),8,29,8,15,34.72,TRUE,2,Closed Lost,b8f6fcfb-e781-4926-a5a2-e6e6cec39283,4,New Customer
8871.87,TRUE,2019-06-20,Improve Customer Experience,Ahead of Competition,Google,CTO,FALSE,b06b97e7-42e0-4fa8-97c6-ea898f21d3dd,2,Amazon,Marketing,Marketing for Sales(52),5,17,6,3,60.45,FALSE,3,Closed Lost,163eef6a-4a0b-41bd-964f-d279921f8a47,2,New Customer
2875.97,FALSE,2020-01-05,Improve Customer Experience,Ahead of Competition,Homegrown,Service Manager,TRUE,f1c77317-79d1-4bd0-b4e3-0e64ef1acf11,4,Google,Service,Service for Sales(42),6,6,4,2,10.98,FALSE,5,Closed Lost,87dcaffe-bcd2-4f6a-8cb6-ffa56560cad5,1,New Customer
6838.39,FALSE,2018-06-04,Improve Customer Experience,Behind Competition,Google,Service Manager,FALSE,469f6807-53cf-4e3d-ba60-6dc53097b04b,1,Google,Service,Service for Services(1),1,8,11,13,25.5,FALSE,5,Closed Lost,d72bc4fa-9498-4580-8afa-64f413be22ea,2,New Customer
6323.73,FALSE,2018-08-29,Merger & Acquisition,Ahead of Competition,Homegrown,Procurement,FALSE,9a0321f3-2496-41c3-8d8a-986b37733a10,5,Google,Analytics,Analytics for Human Resources(92),7,34,9,7,39.23,FALSE,1,Closed Lost,754d9e5a-626b-4c61-a0b4-94a9a5ae2a10,4,New Customer
9544.44,FALSE,2020-03-09,Improve Customer Experience,Even,Homegrown,Sales Manager,FALSE,77109568-d6cc-4c3c-b3ff-041ac3f0d8fe,5,Amazon,Service,Service for Business Development(43),9,24,5,12,83.24,TRUE,5,Closed Lost,7905ae80-e98d-4323-add4-b7eab06fbd27,5,New Customer
9496,FALSE,2019-05-16,Improve Customer Experience,Ahead of Competition,Google,Sales Manager,FALSE,917024e3-b913-43f5-81f5-159c798908b6,5,Google,Sales,Sales for Human Resources(48),3,22,8,10,21.17,FALSE,5,Closed Lost,af85d3fd-eb7c-4e81-90d3-a8afe43368f9,4,New Customer
9322.29,FALSE,2018-05-21,Cost Saving,Vendor of Choice,Google,Marketing Manager,FALSE,6edefcc4-34c0-41b7-829f-0fb20ac91fcc,4,Google,Community,Community for Human Resources(31),1,48,13,13,47.72,TRUE,1,Closed Lost,af85d3fd-eb7c-4e81-90d3-a8afe43368f9,3,New Customer
9144.47,FALSE,2018-05-26,Merger & Acquisition,Even,Google,Service Manager,FALSE,7335b33e-c00e-4c59-9ff3-ed30c61d9519,1,Google,Marketing,Marketing for Product Management(3),3,28,13,8,64.3,TRUE,1,Closed Lost,249dfc30-d0f5-459f-8e54-7f168e7f92bf,2,New Customer
7407.89,FALSE,2020-01-28,Merger & Acquisition,Ahead of Competition,Amazon,Sales Manager,FALSE,5b05b179-f58d-485d-b7f4-959ac74e0a58,3,Amazon,Marketing,Marketing for Marketing(58),5,22,3,6,77.12,TRUE,5,Closed Lost,58493a81-f5ab-4327-b78c-9f5ccd0fb3a4,1,New Customer
